vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to,url,price
globalcokeuk,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,- 1 gram - 90% TOP SHELF COLOMBIAN BRICK COCAINE,118.17,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-gram-90-top-shelf-colombian-brick-cocaine,118.0
California420Service,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,THE REMEDY THC concentrated THC 1000mg oil,150.00,United States,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/the-remedy-thc-concentrated-thc-1000mg-oil,150.0
RXChemist,Drugs and Chemicals,,,Drugs and Chemicals,ZOPICLONE imovane Zop 7.5mg 50 tabs,20.00,India,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/zopiclone-imovane-zop-75mg-50-tabs,20.0
LucySkyDiamonds,Drugs and Chemicals,Psychedelics,LSD,LSD,10 White LSD tab 125 micro grams,49.00,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10-white-lsd-tab-125-micro-grams,49.0
Dimma,Drugs and Chemicals,,,Drugs and Chemicals,x10 Xanax Ro39 or Originalx2 Worldwide Shipping,13.90,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/x10-xanax-ro39-or-originalx2-worldwide-shipping,14.0
DopamineDealer,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,100mg 3-HO-PCP Powder,116.28,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100mg-3-ho-pcp-powder,116.0
packflipper,Drugs and Chemicals,Opiates,Heroin,Heroin,(1) OZ PURE China White #4 HEROIN,"4,100.00",United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-oz-pure-china-white-4-heroin,4100.0
StreetLegend,Drugs and Chemicals,Ecstasy,MDMA,MDMA,5 Gr Champagne MDMA - 84%,75.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-gr-champagne-mdma-84-3,75.0
scoobydoodrugs,Drugs and Chemicals,Stimulants,Speed,Speed,200 gram*** Amphetamine Paste*** Speed Paste,225.53,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/200-gram-amphetamine-paste-speed-paste,226.0
FrankMatthews,Drugs and Chemicals,Ecstasy,MDMA,MDMA,MDMA Champagne Rocks -10gr-,59.66,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/mdma-champagne-rocks-10gr,60.0
NextLevel,Drugs and Chemicals,Psychedelics,LSD,LSD,1x Hoffman LSD 220UG WorldWide Shipping + Freebie!,8.95,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1x-hoffman-lsd-220ug-worldwide-shipping-freebie,9.0
gbmessicocaine,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,- 28 gram - GBMESSI AMNESIA HAZE WEED / CANNABIS,467.12,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28-gram-gbmessi-amnesia-haze-weed-cannabis,467.0
seamless,Drugs and Chemicals,,,Drugs and Chemicals,CCell TH2 Vape Cartridge NYE SMAKER!,183.38,Norway,Norway,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/ccell-th2-vape-cartridge-nye-smaker,183.0
MixedArbilyDE,Drugs and Chemicals,Benzos,Pills,Pills,50 x 3mg Xanax Green Hulk Bars (Worldwide),119.33,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50-x-3mg-xanax-green-hulk-bars-worldwide,119.0
mushmob,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,4 Ounce A+ Fresh Mushrooms/Shrooms Golden Teacher,375.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/4-ounce-a-fresh-mushroomsshrooms-golden-teacher,375.0
TulipNL,Drugs and Chemicals,Ecstasy,Pills,Pills,500x 🇳🇱 280MG - AudiRS - AAA+++ XTC PILLS,885.43,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500x-280mg-audirs-aaa-xtc-pills,885.0
ThePlugUtopia,Drugs and Chemicals,Stimulants,Meth,Meth,2GR - CRYSTAL METH SHARDS EPHEDRINE 99% EC UK-UK,83.41,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2gr-crystal-meth-shards-ephedrine-99-ec-uk-uk,83.0
WizzardOfOzz,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1g WizzardOfOzz organic COCAINE 94% lab test DE2EU,77.56,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1g-wizzardofozz-organic-cocaine-94-lab-test-de2eu,78.0
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1000g - Gods Gift HQ NDD UK2UK,"8,063.31",United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1000g-gods-gift-hq-ndd-uk2uk,8063.0
DrugsCenter,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,250g DC Scooby snacks DC High Quality,"2,085.34",United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/250g-dc-scooby-snacks-dc-high-quality,2085.0
DutchDrugs,Drugs and Chemicals,Ecstasy,MDMA,MDMA,20gr Pure Dutch AAA+ MDMA 90%,190.93,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/20gr-pure-dutch-aaa-mdma-90,191.0
fadedfork,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,140g northern lights #5,"1,501.44",United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/140g-northern-lights-5,1501.0
DrSeuss,Drugs and Chemicals,Ecstasy,MDMA,MDMA,PROMO 3.5g best mdma high purity crystal,34.76,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/promo-35g-best-mdma-high-purity-crystal,35.0
pluguk,Drugs and Chemicals,Cannabis & Hash,Synthetic,Synthetic,++ RICK SIMPSON oil 3g (£35 special offer ))) ++,48.66,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/rick-simpson-oil-3g-35-special-offer,49.0
THEJ0KER,Drugs and Chemicals,Opiates,Heroin,Heroin,###TEST SAMPLE 1G #High Quality Strong Heroin AAA+,23.87,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/test-sample-1g-high-quality-strong-heroin-aaa,24.0
evergreens,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,5G La Galleta,67.00,Spain,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5g-la-galleta,67.0
akgeneric,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Zemiglo 50mg(Gemigliptin) Orginal Brand India 70 T,120.00,India,"United Kingdom, United States",http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/zemiglo-50mggemigliptin-orginal-brand-india-70-t,120.0
CanadianSmoker12,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,QP Exotic Crumble,"1,000.00",,North America,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/qp-exotic-crumble,1000.0
LaBelleDeMai,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,10G KING HASSAN RIF HASH,95.46,France,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10g-king-hassan-rif-hash,95.0
AussieMD22,Drugs and Chemicals,Psychedelics,LSD,LSD,5 x 200ug LSD Blotter Dutch ImportAUS-AUS Docs fav,77.52,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-x-200ug-lsd-blotter-dutch-importaus-aus-docs-fav,78.0
timmy622,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,28g Benzocaine 99.9% Pure | Free UK Delivery,19.46,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/28g-benzocaine-999-pure-free-uk-delivery,19.0
TonysDrugsStore,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Stardawg Stardog 7 gram,82.02,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/stardawg-stardog-7-gram,82.0
CafeNero,Drugs and Chemicals,Stimulants,Meth,Meth,14G Meth USA-USA Uncut And Pure!!!,450.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-meth-usa-usa-uncut-and-pure-1,450.0
rolexkingsuk,Drugs and Chemicals,,,Drugs and Chemicals,GALENIKA KSALOL XANAX 1MG TABLETS - 30 PILLS,27.80,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/galenika-ksalol-xanax-1mg-tablets-30-pills,28.0
drogenmeister,Drugs and Chemicals,Stimulants,,Stimulants,1 Gram PREMIUM QUALITY MEPHEDRONE / 4MMC,1.19,Germany,Germany,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-gram-premium-quality-mephedrone-4mmc-1,1.0
dutchdrogasales,Drugs and Chemicals,,,Drugs and Chemicals,30x Purple Defqon XTC Pills 250MG,77.56,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/30x-purple-defqon-xtc-pills-250mg,78.0
pureau,Drugs and Chemicals,Stimulants,Meth,Meth,METH 1.75G - CRYSTAL IMPORT,310.07,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/meth-175g-crystal-import,310.0
DrSeuss,Drugs and Chemicals,Psychedelics,LSD,LSD,25x LSD Tabs 300ug - Dutch Import -  NDD - UK,180.73,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25x-lsd-tabs-300ug-dutch-import-ndd-uk,181.0
ShinyFlakez,Drugs and Chemicals,Stimulants,Meth,Meth,2.5 Kilo Crystal-Meth,"32,815.75",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/25-kilo-crystal-meth,32815.0
DrugsCenter,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,2000g(1kg)DC Critical Kush DC High Quality,"11,816.92",United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2000g1kgdc-critical-kush-dc-high-quality,11816.0
NextLevel,Drugs and Chemicals,,,Drugs and Chemicals,5x Anonymous LSD 220UG WorldWide Shipping + Freebi,35.80,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5x-anonymous-lsd-220ug-worldwide-shipping-freebi,36.0
TheRxPharma,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,500 PILLS X Zopiclone 7.5mg $265 Best Price,265.00,India,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500-pills-x-zopiclone-75mg-265-best-price,265.0
XanaxInternational,Drugs and Chemicals,Benzos,,Benzos,"XANAX X2 (3MG) X10,000 BARS (WORLD WIDE)","3,420.00",United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/xanax-x2-3mg-x10000-bars-world-wide,3420.0
NarcoticsWorldwide,Drugs and Chemicals,,,Drugs and Chemicals,5.000 XTC // Purple Heisenberg 260MG \\,"5,071.52",,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5000-xtc-purple-heisenberg-260mg,5071.0
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,"2x Medicated ""Enjoyable"" Snickerdoodle Cookie",44.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2x-medicated-enjoyable-snickerdoodle-cookie,44.0
loveloyalty,Drugs and Chemicals,Ecstasy,,Ecstasy,WELCOM TRY OUT 2 XTC  220 MG HQ,2.39,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/welcom-try-out-2-xtc-220-mg-hq,2.0
Tripwirewiki2,Drugs and Chemicals,Stimulants,Crack,Crack,0.50g Crack Cocaine,61.17,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/050g-crack-cocaine,61.0
BestBudz,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,5gr AMNESIA HAZE - BIO PREMIUM WEED (SELFMADE),77.56,Germany,Germany,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5gr-amnesia-haze-bio-premium-weed-selfmade,78.0
Aliexpress,Drugs and Chemicals,Opiates,Heroin,Heroin,(Feedback Offer) 2 GR ★Quality UPGRADE Heroin#3★,31.03,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/feedback-offer-2-gr-quality-upgrade-heroin3,31.0
NARCOTICSDIRECT,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,PURE COLUMBIAN COKE 3.5G FREE UK DELIVERY,319.75,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/pure-columbian-coke-35g-free-uk-delivery,320.0
FrankMatthews,Drugs and Chemicals,Stimulants,Meth,Meth,Crystal Meth 99% Ephedrine -1gr-,41.77,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/crystal-meth-99-ephedrine-1gr,42.0
inc,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,COCAINE 2G - BUDGET - INC.,341.08,Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/cocaine-2g-budget-inc,341.0
Chemicalexpress,Drugs and Chemicals,Ecstasy,MDMA,MDMA,500 GR MDMA 90% Pure champagne,"2,386.60",Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/500-gr-mdma-90-pure-champagne,2386.0
inc,Drugs and Chemicals,Stimulants,Meth,Meth,METH 56G - BLUE MEXICAN IMPORT - INC.,"9,116.02",Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/meth-56g-blue-mexican-import-inc,9116.0
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Prerolls,Prerolls,10x Gaia Botanics Moonrock Infused Kief Preroll,148.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10x-gaia-botanics-moonrock-infused-kief-preroll,148.0
StreetLegend,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,5 GR COLUMBIAN COCAINE FISHSCALE 91% 0.5 GR Free,300.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-gr-columbian-cocaine-fishscale-91-05-gr-free-4,300.0
Hofmanncrew,Drugs and Chemicals,Psychedelics,LSD,LSD,[PROMO] 25x 200ug THE HOLY FAMILY,44.74,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/promo-25x-200ug-the-holy-family-1,45.0
RXChemist,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,50 tabs WAKLERT 150/ Armodafinil.80 usd,80.00,United States,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50-tabs-waklert-150-armodafinil80-usd,80.0
THOMASTHETRAIN2,Drugs and Chemicals,Opiates,,Opiates,**SYNTHEIC CHINA WHITE PINK! SPECIAL,150.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/syntheic-china-white-pink-special,150.0
cerberusuk,Drugs and Chemicals,,,Drugs and Chemicals,Accord Anastrozole 1mg x 28,40.00,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/accord-anastrozole-1mg-x-28,40.0
HilfigerOriginal,Drugs and Chemicals,Stimulants,,Stimulants,[EU✈WW]PRIFZER Brand Original VIAGRA 100MG 1 BOX,87.00,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/euwwprifzer-brand-original-viagra-100mg-1-box,87.0
RoleXx17,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,1 Gr grams Ketamine shards 99% pure ( S ),30.00,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-gr-grams-ketamine-shards-99-pure-s-3,30.0
ezinpharma,Drugs and Chemicals,Benzos,Pills,Pills,20 x10mg VALIUM Diazepam BLISTERED ROCHE..USA- USA,165.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/20-x10mg-valium-diazepam-blistered-rocheusa-usa,165.0
vessel,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,7G - PRESSED HASH AAA+ QUALITY,125.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-pressed-hash-aaa-quality,125.0
WeedHunter1312,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,! 3G - 30€ SUPER SILVER HAZE -HIGH THC-,35.80,Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/3g-30-super-silver-haze-high-thc,36.0
DrSeuss,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,2g Of Raw Colombian Cocaine Uncut 92% HQ,222.44,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/2g-of-raw-colombian-cocaine-uncut-92-hq,222.0
BestBudz,Drugs and Chemicals,Cannabis & Hash,Seeds,Seeds,50 x ZKITTLEZ SEEDS - FEMINIZED - CALI USA,119.33,Germany,Germany,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/50-x-zkittlez-seeds-feminized-cali-usa,119.0
Worldtime,Drugs and Chemicals,Psychedelics,,Psychedelics,MICRO-DOSING CAPSULE,500.00,,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/micro-dosing-capsule-1,500.0
Remedyplus,Drugs and Chemicals,,,Drugs and Chemicals,Cialis 20mg Tadagra Tadalafil 30 tablets $49 US Do,49.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/cialis-20mg-tadagra-tadalafil-30-tablets-49-us-do,49.0
Venture,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,10x Ketamine (R) Golden Sticks!!,143.20,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/10x-ketamine-r-golden-sticks,143.0
ThePartyShop,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇬🇧|★[BOLIVIAN]★| 2Gram PURE BOLIVIAN COCAINE🇬🇧,208.53,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/bolivian-2gram-pure-bolivian-cocaine,209.0
DoctorXXL,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,Ketamine S-Isomer *Top Quality!* 3 Gram DoctorXXL,78.76,Germany,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/ketamine-s-isomer-top-quality-3-gram-doctorxxl,79.0
WhiteDoc,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,7G THE FAMOUS WHITEOUT COCAINE BATCH 92% PURITY,390.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/7g-the-famous-whiteout-cocaine-batch-92-purity,390.0
upsworldwide,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1 litre THC vape Juice,"1,668.27",United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1-litre-thc-vape-juice,1668.0
EUROSHOPPER,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5 Kilogram Ketamine-R (Sugar),"37,588.95",Germany,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/5-kilogram-ketamine-r-sugar,37588.0
50bucks,Drugs and Chemicals,Stimulants,Meth,Meth,14 grams A++ Crystal Meth (ICE),"2,441.79",Australia,Australia,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14-grams-a-crystal-meth-ice,2441.0
SmartStore,Drugs and Chemicals,Stimulants,,Stimulants,Viagra (Sildenafil Citrate) 20 tablets x 100mg,29.83,United Kingdom,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/viagra-sildenafil-citrate-20-tablets-x-100mg,30.0
kamagralink,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Kamagra Viagra 100mg 24 tablets,33.37,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/kamagra-viagra-100mg-24-tablets,33.0
Cambridge20k,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Subutex 8mg Buprenorphine,14.00,United Kingdom,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/subutex-8mg-buprenorphine,14.0
strassenapo1312,Drugs and Chemicals,Stimulants,Speed,Speed,Trockener Speed  NL  1€ TORREZ OPENING SPECIAL,1.00,Germany,Germany,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/trockener-speed-nl-1-torrez-opening-special,1.0
CrackShot,Drugs and Chemicals,Psychedelics,DMT,DMT,0.5ml DMT Vape Cart,34.76,United Kingdom,United Kingdom,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/05ml-dmt-vape-cart,35.0
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1x Stiiizy Battery (Vaporizer)+1x 0.5g Stiiizy Pod,69.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/1x-stiiizy-battery-vaporizer1x-05g-stiiizy-pod,69.0
akgeneric,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Atarax 25mg (Hydroxyzine) 100 tablets,100.00,India,"United Kingdom, United States",http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/atarax-25mg-hydroxyzine-100-tablets,100.0
VanGoghDrugs,Drugs and Chemicals,Stimulants,Meth,Meth,Washed Methamphetamine 1g,65.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/washed-methamphetamine-1g,65.0
PlanetHollywood,Drugs and Chemicals,Stimulants,Meth,Meth,14g Crystal Meth - AAA Methamphetamine,240.00,United States,United States,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/14g-crystal-meth-aaa-methamphetamine,240.0
DNAbiotech,Drugs and Chemicals,Steroids,,Steroids,Winstrol Stanozolol 10mg 100tabs - SisLabs SALE!!!,30.58,United Kingdom,Europe,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/winstrol-stanozolol-10mg-100tabs-sislabs-sale,31.0
donalddrugs,Drugs and Chemicals,Ecstasy,Pills,Pills,100x 280mg 6ix9ine ecstacy hard pressed freeship,161.10,Netherlands,Worldwide,http://yxuy5oau7nugw4kpb4lclrqdbixp3wvc4iuiad23ebyp2q3gx7rtrgqd.onion/items/100x-280mg-6ix9ine-ecstacy-hard-pressed-freeship,161.0
