vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to
mysteryland,Drugs and Chemicals,Stimulants,Speed,Speed,300 gram*** Amphetamine Paste*** Speed Paste 72%,311.00,Germany,Worldwide
gainsprovider,Drugs and Chemicals,,,Drugs and Chemicals,Acxion 30mg x30 tabs,50.00,,United States
fastmeds,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,Valclovir 1000 mg 50 tabs (VALACYCLOVIR - Valtrex),67.00,India,Worldwide
trichomes,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5g CHERRY PIE,49.40,United Kingdom,United Kingdom
exclusivepharma,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,MODAFINIL 200MG 10 PILLS PHARMA STOCK,21.17,United Kingdom,Worldwide
boomshankar,Drugs and Chemicals,Psychedelics,DOM,DOM,10 pressed tabs 3 mg each  DOM - STP  uk shipped,65.00,United Kingdom,Worldwide
JessyBakery,Drugs and Chemicals,Stimulants,Crack,Crack,* 2.5GR Crack Cocaine 89% * FREE SHIPPING WORLDWID,178.01,Netherlands,Worldwide
DrRelax,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,GENUINE FISH SCALE COCAINE UNTOUCHED 2 gram,155.26,United Kingdom,United Kingdom
Luscious,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,💊️ 007 Stamp Peruvian Cocaine (14g) 💊️,961.14,Australia,Australia
lafiliere,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,3G New hash wedding cake A+ (ENVOI SUIVI OFFERT),29.06,France,France
drkend,Drugs and Chemicals,Benzos,,Benzos,Buy Flualprazolam Online (5 kg ),000.00,China,Worldwide
weedat,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,5g Super Silver Haze,72.66,Germany,Germany
strongmedicine,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Lemongrass - Pound (LB),450.00,United States,United States
NarcoticsWorldwide,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,5 GRAMS || COLOMBIAN COCAINE || 90% UNCUT,363.29,Germany,Worldwide
MisterX,Drugs and Chemicals,Stimulants,Meth,Meth,2GR x CRYSTAL METH ICE x HIGH QUALITY x 25EU P/G,60.55,Germany,Europe
CaliCannabisCo,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,1oz AfghanKush-HighGrade-Greenhouse-FREEESHIPPING,100.00,United States,United States
Xanos,Drugs and Chemicals,Benzos,Pills,Pills,5000 Green Hulks,400.00,United States,United States
ActiveJ,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,★ 14G COLOMBIAN COKE ★ | FREE UK-UK NEXT D,044.44,United Kingdom,United Kingdom
happymates,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,MYSTERY BOX AT LEAST 56G CHEAPEST ON MARKET!,508.11,United Kingdom,United Kingdom
GulfCoastPharma,Drugs and Chemicals,Benzos,,Benzos,Xanax Stamped Pressed Bars NEW!  (x100),180.00,United States,United States
TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,+EUROPE RETAIL+ DAPOXETINE poxet 60mg 100 tabs,99.00,Netherlands,Worldwide
DopeMastersNL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Colombian Cocaine Shipped From SWEISS 1G,108.99,Switzerland,Worldwide
PianoKeyz,Drugs and Chemicals,,,Drugs and Chemicals,X1000 BK-MDMA Orange Flavored Capsules (180mg),000.00,United States,United States
NextLevel,Drugs and Chemicals,Stimulants,,Stimulants,20x Methylphenidate 10mg - Ritalin - Pharmacy Pres,54.49,Netherlands,Worldwide
California420Service,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,GELATO 33 AAAA Grade Cannabis 28G,400.00,United States,Worldwide
Dope-Shop,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Weed Critical 20g,242.19,Switzerland,Worldwide
bestgroup,Drugs and Chemicals,Steroids,,Steroids,BACTERIOSTATIC WATER 0.9% MONSTERLAB 10 ML,10.00,,Worldwide
MadeInFrance,Drugs and Chemicals,Psychedelics,LSD,LSD,10 x LSD over 200ug,96.88,France,Worldwide
cocokingz,Drugs and Chemicals,Opiates,Heroin,Heroin,20gr HEROIN UNCUT ROCKS H3 FREE SHIP PROMO,605.48,Netherlands,Worldwide
kandykones,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,7g Cali Import Blueberry Shake/Dust - UK ONLY,49.40,United Kingdom,United Kingdom
CocaColaCompany,Drugs and Chemicals,Stimulants,Speed,Speed,SPEED AMPHETAMINE PASTE 74% / 100 GRAMS **SALE**,78.71,Germany,Worldwide
mas220,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,14g Albino Penis Envy (Wholes Shrooms),60.00,Canada,Worldwide
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Topical,Topical,1x The Cookie Factory THC Pain Relief Ultrabalm,43.00,United States,United States
NExpress,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,"KOKAIN | 0,5 gram.",90.06,Norway,Norway
terrytibbs19998,Drugs and Chemicals,,,Drugs and Chemicals,1g PURE COCAINE,109.38,,Worldwide
strongmedicine,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Roadrunner - Quarter Pound (QP),375.00,United States,United States
cannadepot,Drugs and Chemicals,,,Drugs and Chemicals,DIME 2 Full Gram,140.00,,United States
rxmarket,Drugs and Chemicals,Stimulants,Adderal,Adderal,2000 30MG ADDERALL B974 10% Extra + Free Shipp,200.00,United States,United States
icywhitenorth,Drugs and Chemicals,Stimulants,Meth,Meth,28 GR Fire EUPHORIC CRYSTAL METH  Pure Clean,345.44,Canada,Canada
Narco24,Drugs and Chemicals,Ecstasy,Pills,Pills,25x XTC Skittles 220 mg,45.41,Germany,Europe
kamagralink,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,50 x 7.5mg Zopiciclone Tablets (Zop/ZopixZopishine,56.46,United Kingdom,Worldwide
CanadaGoodies,Drugs and Chemicals,Ecstasy,MDMA,MDMA,1g High Quality MDMA 90%,35.00,Canada,Worldwide
NextLevel,Drugs and Chemicals,Stimulants,,Stimulants,2.5 Gram 3MMC / Mephedrone / Miauw Miauw 99%,42.38,Netherlands,Worldwide
mushmedic,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,Magic Mushrooms 24g Powdered,133.21,Canada,Worldwide
JessyBakery,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,* 2.5GR COLOMBIAN COCAINE FISHSCALE 90% Pure FREE,167.11,Netherlands,Worldwide
DutchGlory,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,(2G) - Colombian Cocaine *Pure/Uncut*,133.21,Netherlands,Worldwide
bestgroup,Drugs and Chemicals,Steroids,,Steroids,TESTOSTERONE ENENTHATE 250 MG/ML 10 ML MONSTERLAB,25.00,,Worldwide
dankservices,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,7 Grams of Live Resin Sugar,349.99,United States,Worldwide
TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,METRONIDAZOLE (antibiotic) Flagyl 400mg 50 tabs,29.00,India,Worldwide
DUTCHTOPQUALITY,Drugs and Chemicals,Benzos,,Benzos,30x Lorazepam 2.5mg,48.44,Netherlands,Europe
drugshub,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,5Gr Dutch Harvest HAZE TOP TOP TOP QUALITY,108.97,Netherlands,Worldwide
lafiliere,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,3G New hash wedding cake A+ (ENVOI SUIVI OFFERT),29.06,France,France
phoenix4orce,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,$15 Alpine Carts 1 gram (min 16),15.00,United States,United States
WizardryGoodies,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,x3 94% Exotic Distillate Cali Carts,211.71,United Kingdom,United Kingdom
EUROSHOPPER,Drugs and Chemicals,Ecstasy,,Ecstasy,5000x XTC - RED AND PURPLE NASA - 120MG MDMA,632.90,Germany,Europe
El-Chapo,Drugs and Chemicals,Ecstasy,Pills,Pills,175x Gold Givenchy XTC PILL 250mg - PREMIUM NDDuk,917.40,United Kingdom,United Kingdom
TheodorMorell,Drugs and Chemicals,Opiates,Heroin,Heroin,50GR High Quality AFGHAN Heroine #2 75%,817.40,Netherlands,Worldwide
MadeInFrance,Drugs and Chemicals,Psychedelics,LSD,LSD,50 x LSD over 200ug,423.84,France,Worldwide
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,10x Vanilla Ice THC Vape Juice 10ml - UK Vendor,352.85,United Kingdom,Worldwide
WeedHunter1312,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,! 25G - 200€ SUPER LEMON HAZE -HIGH THC-,242.19,Germany,Europe
HighQualityDrugs,Drugs and Chemicals,,,Drugs and Chemicals,50g 4MMC Crystal,690.25,Poland,Worldwide
tig3r,Drugs and Chemicals,,,Drugs and Chemicals,14 g White Widow (UK-UK) non-tracked,169.37,United Kingdom,United Kingdom
Everylittlehalps,Drugs and Chemicals,Ecstasy,MDMA,MDMA,FREE NDD 28G PURE MDMA PLATINUM 86% CRYSTAL,251.23,United Kingdom,United Kingdom
GanjaHero,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"Zskittles, Indoor Exotic, 28 grams",130.00,United States,United States
weedat,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,10g Super Silver Haze,133.21,Germany,Germany
kamagralink,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,60 x 300mg Pregabalin Capsules Nervigesic,47.99,United Kingdom,Worldwide
Lemmonflavor,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,NEW THC TEA BLENDS in stock - 25 pack,115.00,United States,United States
americansteroids,Drugs and Chemicals,Steroids,,Steroids,Listing request,220.00,United States,United States
thebartender,Drugs and Chemicals,Benzos,Pills,Pills,250 XANAX GREEN HULKS 3.5MG VERY STRONG AND ALPY,310.00,United States,United States
AddamsFamily,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,10Gr Berber Polm Premium (THC 22%)(Free Tracking),149.55,France,France
weedchester,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Grapefruit Diesel 7g,98.80,United Kingdom,United Kingdom
EUROSHOPPER,Drugs and Chemicals,Ecstasy,,Ecstasy,1000x XTC - RED SKITTLES - 180MG MDMA,380.50,Germany,Europe
MedicalCenter,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Blueberry Haze High Quality A+++ 20 G,254.30,Germany,Europe
Drugeroo,Drugs and Chemicals,Ecstasy,Pills,Pills,2mg Xanax 50 Bars,45.99,United Kingdom,Worldwide
boomshankar,Drugs and Chemicals,Psychedelics,DMT,DMT,DMT E-liquid for vaping 2mL (800 mg) vials,65.00,United Kingdom,Worldwide
NarcoticsWorldwide,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,1000 GRAMS || MOROCCAN HASH || SOFT & STRONG,238.39,Germany,Worldwide
roidhub,Drugs and Chemicals,Steroids,,Steroids,**CANADA2CANADA** BIOKEY Dianabol 25mg 50 TABLETS,37.01,Canada,Canada
MrWhite247,Drugs and Chemicals,Psychedelics,LSD,LSD,10 LSD Sunshines 160MG  Summer (PROMO),48.44,Ireland,Europe
ONEMILLION,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,10 GR  - Pure Colombian Cocaine [AAA+],847.68,Germany,Europe
TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,MODAFINIL (Provigil) MODVIGIL 200mg 400 tabs,156.00,India,Worldwide
FusionDelics,Drugs and Chemicals,Psychedelics,DMT,DMT,0.5g NN DMT 99.5% - The Spirit Molecule UK2UK,77.63,United Kingdom,United Kingdom
El-Chapo,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1g Of Cookies And Cream | Coffeeshop2Uk | *NDDuk*,21.17,United Kingdom,United Kingdom
r0cc0,Drugs and Chemicals,Ecstasy,MDMA,MDMA,10 Gram Pure MDMA crystals 90%+ Pure,75.08,Netherlands,"Switzerland, Spain, United Kingdom, Sri Lanka, Netherlands, Portugal, Romania, Slovenia, Slovakia, Vatican City"
California420Service,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,Raw Garden Mountain Beary Live Resin 0.5g Cart,90.00,United States,Worldwide
Medicalking007,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,Oxycontin Mundipharma 5 pillsl 120mg 225 euro,272.47,Germany,Worldwide
lloydspharma,Drugs and Chemicals,Opiates,Heroin,Heroin,7gr afgan heroin from netherlands import uk ndd,476.00,United Kingdom,Worldwide
inc,Drugs and Chemicals,Opiates,Heroin,Heroin,PARTYPACK - 1G - HEROINMARKET - 1G - COKESPT - INC,624.31,Australia,Australia
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1000g Ice Cream Cake AAAA++ - UK,174.17,United Kingdom,United Kingdom
UKDRUGSERVICE,Drugs and Chemicals,,,Drugs and Chemicals,£65 per gram. BOLIVIAN BRICK COCAINE - (1 grams),91.74,United Kingdom,Worldwide
kamagralink,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,60 x 300mg Pregabalin Capsules Nervigesic,47.99,United Kingdom,Worldwide
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,50x Gelato 33 Cali 5000mg XTREME 5ML VAPE LIQUID,411.41,United Kingdom,Worldwide
drugshub,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,5Gr 'KETAMINE'  HQ DUTCH S-Isomer Powder-KETA,121.10,Netherlands,Worldwide
drogenmeister,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1-500 gram * Extremely high quality uncut COCAINE,1.21,Germany,Europe
ScotchAndCoca,Drugs and Chemicals,Psychedelics,LSD,LSD,"1000x LSD 180ug ""Albert Hoffman""",573.05,Netherlands,Worldwide
StrainPirate,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1x 0.5g Stiiizy Pod,44.00,United States,United States
kenza,Drugs and Chemicals,Opiates,Codeine,Codeine,Lykarex cough Syrup 100ml,91.74,United Kingdom,Worldwide
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,2000g Purple Cookies Dust/Shake  AAA++ - UK Vendor,939.94,United Kingdom,United Kingdom
CanadianSmoker12,Drugs and Chemicals,,,Drugs and Chemicals,FRESH CA FULLZ DATABSE!!! LOTS OF INFO 2021,800.00,,
Thegreens,Drugs and Chemicals,,,Drugs and Chemicals,High quality flake straight from the kilo brick,655.14,Australia,Worldwide
StealthPharmacy,Drugs and Chemicals,Benzos,Pills,Pills,Zopisign Zopiclone 10mg x 28 Tabs,38.11,United Kingdom,Europe
Robkam123,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Pink Death   7 Grams,52.00,Canada,Worldwide
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5g Sour Banana AAAA++ - UK,63.51,United Kingdom,United Kingdom
americansteroids,Drugs and Chemicals,Steroids,,Steroids,HCG 5000iu,35.00,United States,United States
International55,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,2g Amnesia Flash 27% THC [FREE SHIPPING],12.11,Spain,Worldwide
VEVO,Drugs and Chemicals,Stimulants,Speed,Speed,56G Amphetamine Speed,291.88,,United Kingdom
MrWhite247,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,NERD ROPES THC EDIBLES,27.85,Ireland,Europe
lloydspharma,Drugs and Chemicals,Opiates,,Opiates,oxynorm liquid 5mg/5ml 250mils promo 149,149.00,United Kingdom,Worldwide
Lemmonflavor,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,5 pack THC Lollipops - Mixed flavors,20.00,United States,United States
VapeShopMan,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Amnesia Haze  14gs free shipping,187.72,United Kingdom,United Kingdom
auspride,Drugs and Chemicals,,,Drugs and Chemicals,Mersyndol Forte Codeine 30mg Australia Pharma,137.96,Australia,Australia
pepsihabit,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,14G Golden Teacher Shrooms,45.00,Canada,Worldwide
upsworldwide,Drugs and Chemicals,Benzos,Pills,Pills,XANAX 2mg £1 each 10bars,14.11,United Kingdom,Worldwide
COUNTYLINE,Drugs and Chemicals,Psychedelics,2C-B,2C-B,250x // 2CB NASA ROCKETS 30MG PILLS  // HIGH DOSED,882.13,United Kingdom,United Kingdom
JessyBakery,Drugs and Chemicals,Stimulants,Crack,Crack,* 0.5GR Crack Cocaine 89% * FREE SHIPPING WORLDWID,38.75,Netherlands,Worldwide
jnenfrancis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,14G MOROCCO'S FINEST HASH **FREE UK DELIVERY**,167.96,United Kingdom,Worldwide
dayandnight,Drugs and Chemicals,,,Drugs and Chemicals,1 oz AAA Weed Canada to Canada,115.15,Canada,Canada
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,500g XXX OG HQ NDD UK2UK,375.37,United Kingdom,United Kingdom
TOMOROWLAND,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,14G Huallaga Valley cocaine 92-94% fishscale,050.00,United States,United States
mdacanada,Drugs and Chemicals,Stimulants,Vyvanse,Vyvanse,5 x 50mg Vyvanse ( lisdexamfetamine),164.49,,Canada
PianoKeyz,Drugs and Chemicals,Benzos,Pills,Pills,"X50  S903 ""Green Hulk"" 3MG Bars",175.00,United States,United States
karmaceuticals,Drugs and Chemicals,Benzos,Pills,Pills,Pfizer Xanax - 2MG Alprazolam - 10 Pills - 10 GBP,14.11,United Kingdom,Worldwide
DutchPharmacy,Drugs and Chemicals,Stimulants,,Stimulants,10 gram KETAMINE S-isomer HQ,199.81,Germany,Worldwide
drkend,Drugs and Chemicals,Opiates,RC,RC,Buy CHM-SGT-151 Online,150.00,China,Worldwide
Mont-Blanc,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,3 gram Premium Ketamine S-isomere sugar 98% pure,66.60,Germany,Europe
mdacanada,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,hydromorph contin capsule 20 x 30mg.,821.65,Canada,Canada
DoctorXXL,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Cocaine Colombiana Fishscale 9/10 *3 GRAM,236.14,Germany,Worldwide
thcwizzard,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,Thc vape juice critical mass,28.23,United Kingdom,Worldwide
fadedfork,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,84g mimosa EVO,931.53,United Kingdom,Worldwide
AussieMD22,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,56 grams Organic Northern Lights no PGRs used FE,585.77,Australia,Australia
SpacePope,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Mother of Pearl Washed Cocaine 5 Grams New Batch,650.00,United States,United States
NarcoticsWorldwide,Drugs and Chemicals,Stimulants,Meth,Meth,10 GRAMS || CRYSTAL METH ICE || 99% EPHEDRINE,314.85,Germany,Worldwide
SuperSub,Drugs and Chemicals,Benzos,Pills,Pills,45* *GENUINE* Xanax 2mg x2 Bar *NOTPRESSED*,360.00,United States,United States
THEPOSTMAN,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,STRAWBERRY HAZE HASH CRITICAL A GRADE 3.5G **FREE,42.34,United Kingdom,Europe
RUBBERBANDS,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5 GRAMS  $35,35.00,United States,United States
DUTCHTOPQUALITY,Drugs and Chemicals,Opiates,,Opiates,1x Fentanyl patch 75ugh,90.82,Netherlands,Europe
California420Service,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,ALPINE DAYTIME DISPOSABLE VAPOR PEN- BLUE DREAM,90.00,United States,United States
NExpress,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,KETAMA GOLD HASHISH | 3 gram.,60.04,Norway,Norway
superdrugs,Drugs and Chemicals,Cannabis & Hash,Synthetic,Synthetic,2g Mcat meow meow SPECIAL OFFER £25,35.29,United Kingdom,Worldwide
DrugzDealerNRW,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,3g Kokain 99%  mit Alkohol und Azeton gewaschen,272.47,Germany,Germany
XanaxInternational,Drugs and Chemicals,Benzos,,Benzos,"XANAX 2090 V (3MG) X20,000 BARS (USA > USA)",650.00,United States,United States
mythbusters,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1g - Colombian fishcale flakes coke 91%,72.66,Netherlands,Worldwide
dankman,Drugs and Chemicals,Cannabis & Hash,Synthetic,Synthetic,(( 1g RICK SIMPSON OIL )) £££ 15,21.17,United Kingdom,Worldwide
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,3.5g Apple Haze AAAA++ - UK,56.46,United Kingdom,United Kingdom
CaliCannabisCo,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,1/2ozAfghanKush-HighGrade-Greenhouse-FREEESHIPPING,55.00,United States,United States
AlwaysOverweight,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1g COCAINE | Peruvian Fishscale Never Cut ★95%+★,86.36,Canada,Canada
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28g Cherry Gelato REAL CALI IMPORT - UK,705.71,United Kingdom,United Kingdom
JessyBakery,Drugs and Chemicals,Ecstasy,MDMA,MDMA,* 10GR MDMA 89% Pure Champagne * FREE SHIPPING,72.66,Netherlands,Worldwide
DailyPaper,Drugs and Chemicals,Stimulants,Crack,Crack,2 Grams - Pure Colombian Crack Cocaine 89% [UNCUT],139.26,Netherlands,Worldwide
VanVelzen,Drugs and Chemicals,,,Drugs and Chemicals,3 GRAM Mdma Champagne Crystals REAL MDMA,18.16,,Worldwide
RealNarcotiks3,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1.75G HH GUCCI COCAINE 92% PURE,140.00,,North America
dop3dealz,Drugs and Chemicals,Stimulants,Meth,Meth,FIRE! 8 OZ HP Rocks And Shards Excellent Quality,400.00,United States,United States
ScotchAndCoca,Drugs and Chemicals,Ecstasy,MDMA,MDMA,50 gram Dutch MDMA (84%),362.08,Netherlands,Worldwide
tig3r,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"3.5g Amnesia Haze, Sativa Queen(UK-UK) non-tracked",46.58,United Kingdom,United Kingdom
Medicineman1,Drugs and Chemicals,Opiates,,Opiates,DXM Cough Medicine **Dextromethorphan ** 250ML,35.29,United Kingdom,Worldwide
METHBUSTERS,Drugs and Chemicals,Psychedelics,2C-B,2C-B,500x ★ 2CB NASA ROCKETS 26MG 2CB ★ STRONG PILLS,905.80,Germany,Europe
KeepTheDopeAlive,Drugs and Chemicals,Stimulants,Meth,Meth,Medical Grade SUPER METH (14g)FE,250.00,United States,United States
ChuckNorrisTeam,Drugs and Chemicals,,,Drugs and Chemicals,7G Turk Hashish Light to medium/Low Quality 2/5,25.41,United Kingdom,Worldwide
rxsub,Drugs and Chemicals,,,Drugs and Chemicals,xanax 0.25 mg (alprazolam),35.00,United States,United States
Mont-Blanc,Drugs and Chemicals,Opiates,Heroin,Heroin,100 gram High Quality pure HEROIN #3 Light brown,021.36,Germany,Europe
MedicineMan420,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,7G Strawberry Cough *Premium*,98.80,United Kingdom,United Kingdom
ONEMILLION,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1 GR  - Pure Colombian Cocaine [AAA+],102.93,Germany,Europe
AussieMD22,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Cookies A++ hydro weed high quality 7grams,92.49,Australia,Australia
BestBudz,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"CALI HASH 2 x 3,5gr ICE-O-LATOR PREMIUM CALI WEED",363.29,Germany,Germany
ASAPRockyMDMA,Drugs and Chemicals,Ecstasy,MDMA,MDMA,ASAPRockyMDMA - 100 Gram - Lab Quality 83 % pure,210.97,Netherlands,Worldwide
WeedHunter1312,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,! 25G - 200€ AMNESIA HAZE -HIGH THC-,242.19,Germany,Europe
theworldisyours6,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,500g Critical Bilbo 28% THC,238.39,Spain,Worldwide
